Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition,Hire_Year,Salary_Bracket,Age_Group,High_Performer,Engagement_Score,Promotion_Rate,Overtime_Intensity,Cluster
EMP02919,2021-09-10,48.0,Female,Single,Region XI,Bachelor,Sales,Project-based,Night,8.8,34000.0,1.0,Needs Improvement,28.0,14,21,300.0,2.3,4.9,0,3,1,2021,Medium,Senior (46+),0,3.6,0.0,High,2
EMP05276,2013-08-06,44.0,Male,Single,Region VII,Vocational,HR,Regular,Night,18.1,34500.0,3.0,Meets Expectations,33.0,10,21,292.0,1.9,4.5,4,2,0,2013,Medium,Mid-Career (31-45),0,3.2,0.22099447513812154,High,3
EMP01842,2014-03-13,53.0,Male,Single,Region IV-A,Bachelor,IT,Project-based,Graveyard,11.0,49000.0,1.0,Needs Improvement,31.0,22,14,29.0,1.0,3.7,0,2,1,2014,High,Senior (46+),0,2.35,0.0,Moderate,2
EMP02537,2018-02-16,49.0,Female,Married,Region III,Master,Operations,Contractual,Afternoon,10.3,45500.0,3.4,Meets Expectations,34.0,13,26,47.0,4.6,7.9,2,1,1,2018,High,Senior (46+),0,6.25,0.1941747572815534,High,3
EMP05735,2012-01-17,47.0,Female,Married,Region IV-A,Bachelor,Finance,Regular,Graveyard,27.3,63500.0,4.2,Exceeds Expectations,51.0,7,25,56.0,4.4,1.0,8,2,0,2012,Very High,Senior (46+),1,2.7,0.29304029304029305,High,1
EMP02673,2008-03-03,51.0,Male,Married,Region I,Bachelor,Customer Service,Project-based,Night,10.0,30000.0,2.8,Meets Expectations,48.0,10,42,300.0,2.0,5.2,2,0,1,2008,Medium,Senior (46+),0,3.6,0.2,Very High,3
EMP04586,2022-09-17,58.0,Female,Married,Region III,High School,Sales,Regular,Morning,25.9,44000.0,4.6,Outstanding,55.0,9,15,33.0,6.5,5.7,8,3,0,2022,High,Senior (46+),1,6.1,0.3088803088803089,Moderate,1
EMP05794,2019-10-03,29.0,Male,Single,Region III,Bachelor,Sales,Regular,Afternoon,6.8,35000.0,3.2,Meets Expectations,42.0,9,9,24.0,6.7,3.8,1,5,1,2019,Medium,Young (18-30),0,5.25,0.14705882352941177,Low,3
EMP01622,2018-03-28,54.0,Female,Single,Region IV-A,Bachelor,Operations,Contractual,Graveyard,10.0,36000.0,4.6,Outstanding,32.0,8,26,21.0,4.8,3.6,3,1,1,2018,Medium,Senior (46+),1,4.2,0.3,High,3
EMP03329,2017-02-08,51.0,Male,Separated,NCR,Master,IT,Contractual,Morning,13.7,70000.0,1.1,Needs Improvement,23.0,17,13,12.0,3.9,6.3,1,1,1,2017,Very High,Senior (46+),0,5.1,0.07299270072992702,Moderate,2
EMP04680,2023-10-13,49.0,Male,Single,NCR,Bachelor,Sales,Contractual,Morning,8.4,34000.0,3.6,Exceeds Expectations,34.0,10,9,38.0,1.4,4.4,2,0,1,2023,Medium,Senior (46+),0,2.9000000000000004,0.23809523809523808,Low,3
EMP01567,2015-03-24,50.0,Female,Widowed,NCR,Master,Sales,Regular,Night,15.4,45500.0,2.7,Meets Expectations,45.0,10,20,10.0,5.8,4.7,2,2,1,2015,High,Senior (46+),0,5.25,0.12987012987012986,Moderate,3
EMP02780,2009-04-05,45.0,Male,Married,Region III,Bachelor,Customer Service,Regular,Morning,18.3,46000.0,3.5,Exceeds Expectations,47.0,16,19,41.0,5.2,5.1,4,2,0,2009,High,Mid-Career (31-45),0,5.15,0.2185792349726776,Moderate,1
EMP03211,2022-12-23,58.0,Female,Single,NCR,Bachelor,Marketing,Contractual,Afternoon,15.2,52500.0,4.8,Outstanding,54.0,6,11,7.0,6.1,6.6,5,1,0,2022,High,Senior (46+),1,6.35,0.32894736842105265,Moderate,1
EMP02616,2011-03-19,58.0,Female,Single,Region IV-A,Master,IT,Regular,Afternoon,30.0,77000.0,4.1,Exceeds Expectations,39.0,13,7,20.0,5.1,5.5,8,2,0,2011,Very High,Senior (46+),1,5.3,0.26666666666666666,Low,1
EMP01052,2010-10-19,38.0,Female,Widowed,Region IV-A,Bachelor,Marketing,Contractual,Night,7.7,45000.0,4.8,Outstanding,55.0,6,13,41.0,7.3,8.1,2,1,1,2010,High,Mid-Career (31-45),1,7.699999999999999,0.2597402597402597,Moderate,3
EMP03332,2009-08-20,32.0,Female,Separated,Region IV-A,PhD,Operations,Contractual,Morning,3.7,49500.0,2.7,Meets Expectations,27.0,11,9,23.0,4.9,5.3,0,3,1,2009,High,Mid-Career (31-45),0,5.1,0.0,Low,3
EMP01788,2019-12-13,44.0,Female,Widowed,Region III,High School,Sales,Regular,Night,12.5,23000.0,4.2,Exceeds Expectations,49.0,8,13,69.0,5.1,7.4,3,1,0,2019,Low,Mid-Career (31-45),1,6.25,0.24,Moderate,3
EMP03945,2021-07-22,43.0,Male,Single,NCR,Bachelor,Marketing,Regular,Afternoon,21.1,56000.0,3.0,Meets Expectations,29.0,11,23,4.0,4.2,4.9,4,0,1,2021,High,Mid-Career (31-45),0,4.550000000000001,0.1895734597156398,High,3
EMP04101,2020-09-17,40.0,Female,Single,NCR,Vocational,Operations,Regular,Night,13.3,35000.0,4.2,Exceeds Expectations,53.0,9,20,9.0,1.1,1.0,3,5,1,2020,Medium,Mid-Career (31-45),1,1.05,0.22556390977443608,Moderate,3
EMP01535,2022-11-17,58.0,Male,Widowed,Region IV-A,Bachelor,Marketing,Regular,Afternoon,30.0,55000.0,3.3,Meets Expectations,40.0,9,1,29.0,4.5,4.4,7,2,0,2022,High,Senior (46+),0,4.45,0.23333333333333334,Low,1
EMP05170,2021-04-08,42.0,Male,Married,Region IV-A,Bachelor,Operations,Contractual,Night,7.4,31500.0,2.9,Meets Expectations,42.0,18,32,35.0,1.5,4.0,1,3,1,2021,Medium,Mid-Career (31-45),0,2.75,0.13513513513513511,Very High,3
EMP02254,2019-02-28,45.0,Male,Single,Region IV-A,Master,Operations,Regular,Afternoon,15.3,44000.0,5.0,Outstanding,52.0,8,32,54.0,6.3,3.6,5,1,0,2019,High,Mid-Career (31-45),1,4.95,0.32679738562091504,Very High,3
EMP01444,2010-11-10,58.0,Female,Single,Region III,PhD,Sales,Regular,Night,19.7,69000.0,3.0,Meets Expectations,36.0,16,5,52.0,2.2,6.5,3,0,0,2010,Very High,Senior (46+),0,4.35,0.15228426395939088,Low,3
EMP02425,2020-03-18,58.0,Female,Married,Region XI,Master,Legal/Compliance,Regular,Morning,29.1,69000.0,4.5,Outstanding,39.0,7,19,300.0,6.4,4.7,8,1,0,2020,Very High,Senior (46+),1,5.550000000000001,0.274914089347079,Moderate,1
EMP01196,2019-12-12,44.0,Female,Married,Region III,Master,Sales,Regular,Night,14.6,49500.0,2.9,Meets Expectations,29.0,12,32,40.0,4.2,4.5,3,0,0,2019,High,Mid-Career (31-45),0,4.35,0.20547945205479454,Very High,3
EMP01722,2015-05-05,38.0,Female,Single,NCR,Bachelor,Operations,Regular,Afternoon,14.6,37500.0,4.3,Exceeds Expectations,53.0,7,33,9.0,6.8,4.8,4,2,0,2015,Medium,Mid-Career (31-45),1,5.8,0.273972602739726,Very High,3
EMP02619,2016-12-27,43.0,Female,Married,Region VII,Master,HR,Regular,Morning,18.8,51750.0,4.5,Exceeds Expectations,49.0,11,10,213.0,4.7,4.8,6,4,0,2016,High,Mid-Career (31-45),1,4.75,0.3191489361702127,Low,1
EMP02176,2016-08-28,58.0,Female,Single,Region VII,Bachelor,HR,Regular,Night,30.0,48500.0,3.8,Exceeds Expectations,39.0,8,24,229.0,6.5,5.6,8,1,0,2016,High,Senior (46+),0,6.05,0.26666666666666666,High,1
EMP05330,2010-04-09,50.0,Female,Single,Region IV-A,Vocational,Marketing,Regular,Morning,23.2,42500.0,4.9,Outstanding,54.0,6,16,45.0,6.3,4.8,7,0,0,2010,High,Senior (46+),1,5.55,0.3017241379310345,Moderate,1
EMP04045,2014-06-06,52.0,Female,Separated,Region IV-A,Bachelor,Marketing,Contractual,Afternoon,14.1,49000.0,3.3,Meets Expectations,60.0,14,34,37.0,5.2,3.3,3,1,1,2014,High,Senior (46+),0,4.25,0.2127659574468085,Very High,3
EMP02398,2016-09-18,25.0,Male,Single,Region IV-A,Bachelor,Operations,Project-based,Morning,1.2,33000.0,2.5,Meets Expectations,21.0,13,12,38.0,2.3,5.4,0,0,1,2016,Medium,Young (18-30),0,3.85,0.0,Moderate,2
EMP04007,2022-05-24,45.0,Female,Single,Region III,PhD,Customer Service,Regular,Morning,19.2,71500.0,2.8,Meets Expectations,20.0,14,24,33.0,2.4,7.2,3,2,1,2022,Very High,Mid-Career (31-45),0,4.8,0.15625,High,3
EMP05278,2009-07-09,50.0,Female,Single,Region IV-A,Bachelor,Sales,Regular,Morning,15.9,45000.0,2.9,Meets Expectations,44.0,12,15,50.0,1.0,4.0,3,0,0,2009,High,Senior (46+),0,2.5,0.18867924528301885,Moderate,3
EMP04365,2017-04-30,39.0,Female,Married,NCR,Bachelor,Customer Service,Regular,Night,14.7,41500.0,3.4,Meets Expectations,36.0,9,19,13.0,3.0,4.8,3,0,1,2017,High,Mid-Career (31-45),0,3.9,0.20408163265306123,Moderate,3
EMP04751,2021-08-17,38.0,Female,Married,Region IV-A,High School,Customer Service,Regular,Graveyard,18.6,38000.0,4.1,Exceeds Expectations,24.0,9,29,48.0,4.8,3.1,5,0,0,2021,Medium,Mid-Career (31-45),1,3.95,0.26881720430107525,High,3
EMP01645,2022-01-21,58.0,Female,Married,Region IV-A,Vocational,Operations,Regular,Morning,22.7,50500.0,4.0,Exceeds Expectations,43.0,13,31,38.0,2.5,3.9,6,2,1,2022,High,Senior (46+),1,3.2,0.2643171806167401,Very High,1
EMP05718,2019-03-23,58.0,Male,Married,NCR,Master,Legal/Compliance,Contractual,Night,14.1,64500.0,3.5,Meets Expectations,55.0,8,11,8.0,5.3,4.4,3,4,1,2019,Very High,Senior (46+),0,4.85,0.2127659574468085,Moderate,3
EMP04816,2009-10-09,47.0,Female,Married,Region VII,Bachelor,HR,Regular,Graveyard,21.5,34500.0,4.2,Exceeds Expectations,47.0,10,23,300.0,6.0,5.2,6,1,0,2009,Medium,Senior (46+),1,5.6,0.27906976744186046,High,1
EMP05893,2023-01-02,36.0,Female,Separated,Region III,Vocational,HR,Contractual,Morning,6.4,25000.0,4.1,Exceeds Expectations,55.0,9,20,33.0,6.4,5.2,2,2,0,2023,Low,Mid-Career (31-45),1,5.800000000000001,0.3125,Moderate,3
EMP02846,2014-05-16,52.0,Male,Single,NCR,High School,Operations,Contractual,Graveyard,11.1,31000.0,2.7,Meets Expectations,13.0,12,30,7.0,1.0,1.0,2,2,1,2014,Medium,Senior (46+),0,1.0,0.1801801801801802,High,3
EMP01121,2020-08-03,48.0,Male,Single,NCR,High School,Marketing,Regular,Night,22.7,43500.0,3.6,Exceeds Expectations,56.0,10,3,13.0,2.6,9.1,5,2,0,2020,High,Senior (46+),0,5.85,0.22026431718061676,Low,1
EMP02256,2011-03-18,30.0,Female,Single,Region III,Master,Finance,Project-based,Morning,5.6,61500.0,4.8,Outstanding,77.0,6,9,70.0,6.1,6.8,1,2,1,2011,Very High,Young (18-30),1,6.449999999999999,0.17857142857142858,Low,3
EMP02188,2010-03-27,58.0,Male,Widowed,NCR,Bachelor,Operations,Project-based,Morning,10.2,29000.0,4.0,Exceeds Expectations,33.0,8,25,14.0,6.3,5.6,2,2,0,2010,Medium,Senior (46+),1,5.949999999999999,0.19607843137254904,High,3
EMP05914,2015-01-05,37.0,Female,Married,Region IV-A,Bachelor,Operations,Regular,Morning,10.7,33500.0,1.0,Needs Improvement,22.0,24,28,49.0,3.1,4.6,0,1,1,2015,Medium,Mid-Career (31-45),0,3.8499999999999996,0.0,High,2
EMP05081,2010-09-30,50.0,Male,Widowed,Region III,Vocational,IT,Regular,Graveyard,24.1,59500.0,2.9,Meets Expectations,26.0,11,2,57.0,4.8,4.0,6,1,0,2010,High,Senior (46+),0,4.4,0.24896265560165973,Low,3
EMP04543,2014-09-04,33.0,Female,Single,Region I,High School,Operations,Regular,Afternoon,10.8,23500.0,4.1,Exceeds Expectations,41.0,7,23,168.0,3.8,4.7,3,1,0,2014,Low,Mid-Career (31-45),1,4.25,0.27777777777777773,High,3
EMP01135,2010-06-17,54.0,Female,Separated,NCR,High School,Customer Service,Contractual,Morning,12.4,25500.0,3.0,Meets Expectations,37.0,16,16,9.0,1.7,3.1,2,3,1,2010,Medium,Senior (46+),0,2.4,0.16129032258064516,Moderate,3
EMP03703,2014-12-22,41.0,Female,Married,Region XI,Master,Operations,Regular,Night,13.5,50500.0,3.6,Exceeds Expectations,38.0,16,41,300.0,2.4,2.7,3,1,1,2014,High,Mid-Career (31-45),0,2.55,0.2222222222222222,Very High,3
EMP04426,2020-12-12,55.0,Male,Widowed,Region VII,Master,IT,Regular,Graveyard,28.3,82500.0,3.1,Meets Expectations,39.0,9,13,277.0,6.6,4.8,6,6,0,2020,Very High,Senior (46+),0,5.699999999999999,0.21201413427561838,Moderate,1
EMP03315,2020-10-30,43.0,Male,Single,NCR,Bachelor,Legal/Compliance,Regular,Graveyard,18.6,50500.0,2.9,Meets Expectations,32.0,10,22,14.0,3.4,5.8,3,1,0,2020,High,Mid-Career (31-45),0,4.6,0.16129032258064516,High,3
EMP01185,2010-07-05,58.0,Female,Married,Region III,Bachelor,Sales,Regular,Afternoon,19.5,32000.0,4.1,Exceeds Expectations,63.0,12,18,80.0,5.2,3.7,5,1,0,2010,Medium,Senior (46+),1,4.45,0.2564102564102564,Moderate,1
EMP05478,2016-08-03,39.0,Female,Single,Region VII,PhD,Sales,Regular,Night,9.9,57000.0,1.4,Needs Improvement,30.0,30,15,300.0,1.0,5.7,0,1,1,2016,High,Mid-Career (31-45),0,3.35,0.0,Moderate,2
EMP04366,2009-12-04,34.0,Female,Single,Region IV-A,Bachelor,IT,Regular,Night,17.1,56000.0,3.1,Meets Expectations,46.0,13,5,25.0,4.2,7.6,3,3,0,2009,High,Mid-Career (31-45),0,5.9,0.17543859649122806,Low,3
EMP01512,2021-08-06,42.0,Female,Single,NCR,Bachelor,Sales,Contractual,Night,6.7,32000.0,4.3,Exceeds Expectations,44.0,7,28,6.0,6.4,6.6,1,2,1,2021,Medium,Mid-Career (31-45),1,6.5,0.14925373134328357,High,3
EMP03134,2015-11-19,32.0,Male,Single,NCR,Vocational,Finance,Regular,Afternoon,19.3,47000.0,3.2,Meets Expectations,34.0,9,23,12.0,3.4,6.2,4,0,0,2015,High,Mid-Career (31-45),0,4.8,0.20725388601036268,High,3
EMP01063,2009-07-23,44.0,Female,Married,Region VII,Bachelor,Customer Service,Regular,Night,19.4,41500.0,4.3,Exceeds Expectations,55.0,11,26,179.0,4.0,4.0,5,0,1,2009,High,Mid-Career (31-45),1,4.0,0.2577319587628866,High,3
EMP04922,2016-12-28,35.0,Male,Single,Region IV-A,High School,Sales,Regular,Morning,7.9,23500.0,2.6,Meets Expectations,39.0,14,26,34.0,1.0,5.2,1,2,1,2016,Low,Mid-Career (31-45),0,3.1,0.12658227848101264,High,3
EMP03708,2016-03-29,43.0,Female,Married,Region IV-A,Master,Sales,Regular,Afternoon,12.2,41000.0,4.3,Exceeds Expectations,51.0,11,16,20.0,3.0,7.2,3,0,0,2016,High,Mid-Career (31-45),1,5.1,0.24590163934426232,Moderate,3
EMP04765,2009-03-23,31.0,Male,Single,NCR,Master,Finance,Project-based,Morning,5.2,50500.0,4.5,Exceeds Expectations,55.0,6,26,10.0,5.9,3.6,1,3,1,2009,High,Mid-Career (31-45),1,4.75,0.1923076923076923,High,3
EMP05771,2008-05-26,49.0,Female,Single,NCR,Master,Operations,Contractual,Morning,10.6,47500.0,3.3,Meets Expectations,26.0,9,36,11.0,4.4,2.4,2,0,0,2008,High,Senior (46+),0,3.4000000000000004,0.18867924528301888,Very High,3
EMP04866,2014-02-06,55.0,Female,Married,Region VII,Bachelor,Sales,Regular,Morning,17.8,37000.0,3.5,Exceeds Expectations,33.0,10,0,245.0,4.2,5.4,4,0,0,2014,Medium,Senior (46+),0,4.800000000000001,0.2247191011235955,Low,3
EMP01252,2013-06-13,31.0,Female,Single,Region I,Bachelor,Sales,Regular,Afternoon,6.2,36500.0,1.4,Needs Improvement,20.0,15,0,107.0,1.4,6.2,0,7,1,2013,Medium,Mid-Career (31-45),0,3.8,0.0,Low,2
EMP01995,2013-12-07,58.0,Male,Separated,NCR,Master,Sales,Project-based,Afternoon,8.7,48000.0,2.8,Meets Expectations,38.0,11,13,12.0,4.1,2.8,1,2,1,2013,High,Senior (46+),0,3.4499999999999997,0.1149425287356322,Moderate,3
EMP04791,2009-07-07,36.0,Female,Single,Region III,Bachelor,Operations,Regular,Morning,9.6,32000.0,3.1,Meets Expectations,25.0,14,19,28.0,3.5,3.3,2,3,1,2009,Medium,Mid-Career (31-45),0,3.4,0.20833333333333334,Moderate,3
EMP01804,2023-11-12,54.0,Female,Married,Region IV-A,Master,HR,Regular,Morning,27.6,59000.0,3.7,Exceeds Expectations,35.0,8,9,49.0,6.6,6.7,6,1,0,2023,High,Senior (46+),0,6.65,0.21739130434782608,Low,1
EMP03643,2011-01-04,51.0,Female,Married,Region VII,Master,Marketing,Regular,Morning,26.2,72000.0,3.0,Meets Expectations,42.0,17,20,211.0,4.2,6.2,5,2,0,2011,Very High,Senior (46+),0,5.2,0.19083969465648856,Moderate,1
EMP05530,2019-07-23,51.0,Female,Single,Region XI,Bachelor,Operations,Regular,Graveyard,18.3,40000.0,3.0,Meets Expectations,43.0,10,19,300.0,5.7,3.6,3,1,0,2019,Medium,Senior (46+),0,4.65,0.16393442622950818,Moderate,3
EMP01123,2013-11-22,42.0,Male,Married,Region I,Master,Sales,Regular,Graveyard,14.5,50000.0,3.5,Exceeds Expectations,31.0,11,10,221.0,4.2,1.8,3,0,1,2013,High,Mid-Career (31-45),0,3.0,0.20689655172413793,Low,3
EMP05887,2008-01-23,58.0,Female,Widowed,NCR,Bachelor,Sales,Project-based,Morning,8.0,32500.0,2.9,Meets Expectations,33.0,13,17,10.0,3.4,7.4,1,2,1,2008,Medium,Senior (46+),0,5.4,0.125,Moderate,3
EMP04636,2020-04-10,49.0,Female,Married,Region XI,Master,Finance,Regular,Afternoon,29.6,63000.0,2.5,Meets Expectations,38.0,11,32,176.0,1.6,2.7,5,4,0,2020,Very High,Senior (46+),0,2.1500000000000004,0.16891891891891891,Very High,1
EMP05258,2019-02-16,35.0,Male,Single,Region VII,Master,Finance,Regular,Morning,14.8,68500.0,1.0,Needs Improvement,23.0,14,28,276.0,2.2,2.9,1,0,1,2019,Very High,Mid-Career (31-45),0,2.55,0.06756756756756756,High,2
EMP03458,2021-04-25,25.0,Male,Separated,Region IV-A,Bachelor,IT,Regular,Graveyard,5.0,39500.0,3.1,Meets Expectations,39.0,12,10,31.0,3.3,3.2,1,0,0,2021,Medium,Young (18-30),0,3.25,0.2,Low,3
EMP01568,2018-06-06,54.0,Female,Single,Region III,Bachelor,Finance,Regular,Afternoon,30.0,62500.0,4.8,Outstanding,40.0,8,35,78.0,4.8,6.5,8,0,0,2018,Very High,Senior (46+),1,5.65,0.26666666666666666,Very High,1
EMP03169,2018-02-02,38.0,Male,Single,Region III,Bachelor,IT,Contractual,Morning,10.1,52000.0,4.9,Outstanding,56.0,13,26,65.0,1.6,3.9,3,1,1,2018,High,Mid-Career (31-45),1,2.75,0.297029702970297,High,3
EMP04946,2011-05-18,58.0,Female,Single,Region IV-A,Master,Operations,Project-based,Night,9.7,40500.0,3.4,Meets Expectations,26.0,8,29,54.0,2.3,5.8,2,0,1,2011,High,Senior (46+),0,4.05,0.2061855670103093,High,3
EMP02437,2022-05-23,55.0,Female,Single,Region XI,Bachelor,Sales,Contractual,Afternoon,9.6,32500.0,4.0,Exceeds Expectations,49.0,10,12,176.0,6.6,5.8,2,0,1,2022,Medium,Senior (46+),1,6.199999999999999,0.20833333333333334,Moderate,3
EMP02610,2023-10-05,58.0,Male,Single,Region IV-A,Bachelor,HR,Regular,Afternoon,30.0,49000.0,4.6,Outstanding,41.0,9,0,18.0,3.2,8.9,8,0,0,2023,High,Senior (46+),1,6.050000000000001,0.26666666666666666,Low,1
EMP01897,2021-05-20,58.0,Female,Married,Region III,High School,Sales,Contractual,Night,12.5,22500.0,2.8,Meets Expectations,40.0,12,7,39.0,4.2,2.8,2,0,0,2021,Low,Senior (46+),0,3.5,0.16,Low,3
EMP02787,2008-11-04,58.0,Female,Married,NCR,Master,IT,Regular,Night,30.0,84000.0,3.2,Meets Expectations,44.0,13,18,8.0,1.1,4.2,6,1,0,2008,Very High,Senior (46+),0,2.6500000000000004,0.2,Moderate,1
EMP02026,2017-10-26,45.0,Male,Separated,NCR,Bachelor,Finance,Regular,Night,27.9,65500.0,2.5,Meets Expectations,30.0,17,18,8.0,2.9,5.1,4,1,0,2017,Very High,Mid-Career (31-45),0,4.0,0.14336917562724016,Moderate,3
EMP05904,2014-08-22,58.0,Female,Separated,NCR,Vocational,Sales,Regular,Morning,20.9,41000.0,3.1,Meets Expectations,24.0,14,6,8.0,5.4,3.7,5,1,0,2014,High,Senior (46+),0,4.550000000000001,0.23923444976076558,Low,3
EMP01813,2018-11-04,55.0,Female,Single,NCR,Vocational,Operations,Contractual,Morning,10.9,27500.0,4.0,Exceeds Expectations,63.0,13,26,4.0,6.3,8.5,2,1,1,2018,Medium,Senior (46+),1,7.4,0.18348623853211007,High,3
EMP01721,2016-07-02,37.0,Male,Married,NCR,Bachelor,Customer Service,Regular,Graveyard,14.7,32000.0,3.5,Meets Expectations,44.0,10,22,10.0,3.1,4.9,4,0,0,2016,Medium,Mid-Career (31-45),0,4.0,0.272108843537415,High,3
EMP03750,2012-08-09,51.0,Female,Married,Region IV-A,Bachelor,IT,Regular,Afternoon,29.3,59500.0,4.3,Exceeds Expectations,49.0,7,17,36.0,5.6,5.1,8,3,0,2012,High,Senior (46+),1,5.35,0.27303754266211605,Moderate,1
EMP04493,2009-03-15,58.0,Female,Single,Region IV-A,Bachelor,Customer Service,Regular,Graveyard,27.8,43000.0,4.0,Exceeds Expectations,55.0,8,29,50.0,5.1,5.8,7,8,0,2009,High,Senior (46+),1,5.449999999999999,0.2517985611510791,High,1
EMP03232,2019-01-30,58.0,Female,Single,Region III,PhD,Operations,Contractual,Afternoon,11.2,60000.0,2.9,Meets Expectations,37.0,21,19,45.0,3.5,6.8,3,2,1,2019,High,Senior (46+),0,5.15,0.26785714285714285,Moderate,3
EMP04536,2017-11-24,57.0,Male,Widowed,Region IV-A,Bachelor,Operations,Regular,Morning,22.2,40500.0,5.0,Outstanding,53.0,6,30,43.0,7.8,6.3,8,0,0,2017,High,Senior (46+),1,7.05,0.3603603603603604,High,1
EMP01603,2016-08-11,32.0,Male,Married,Region IV-A,Bachelor,Operations,Regular,Graveyard,7.0,36000.0,3.8,Exceeds Expectations,39.0,8,25,33.0,4.2,2.9,2,0,1,2016,Medium,Mid-Career (31-45),0,3.55,0.2857142857142857,High,3
EMP04827,2022-06-04,33.0,Female,Married,Region IV-A,Bachelor,Finance,Contractual,Night,7.5,49000.0,3.8,Exceeds Expectations,62.0,11,23,37.0,4.1,5.6,2,5,1,2022,High,Mid-Career (31-45),0,4.85,0.26666666666666666,High,3
EMP04276,2016-03-09,58.0,Female,Married,NCR,Bachelor,Customer Service,Contractual,Morning,14.6,33500.0,3.2,Meets Expectations,38.0,9,26,9.0,1.0,5.3,3,1,1,2016,Medium,Senior (46+),0,3.15,0.20547945205479454,High,3
EMP04127,2023-03-09,37.0,Male,Married,NCR,Vocational,IT,Contractual,Morning,9.5,36500.0,3.0,Meets Expectations,25.0,15,9,10.0,2.7,6.8,2,3,1,2023,Medium,Mid-Career (31-45),0,4.75,0.21052631578947367,Low,2
EMP04504,2017-03-05,42.0,Female,Married,CAR,High School,Operations,Regular,Night,18.9,35500.0,2.6,Meets Expectations,43.0,11,24,300.0,2.8,4.8,3,1,0,2017,Medium,Mid-Career (31-45),0,3.8,0.15873015873015875,High,3
EMP01319,2020-02-28,35.0,Male,Married,NCR,Bachelor,Operations,Contractual,Morning,6.5,30000.0,1.0,Needs Improvement,7.0,13,14,12.0,1.0,5.7,0,0,1,2020,Medium,Mid-Career (31-45),0,3.35,0.0,Moderate,2
EMP05747,2012-09-11,46.0,Female,Married,Region III,Bachelor,Operations,Project-based,Morning,6.7,34500.0,5.0,Outstanding,39.0,6,33,46.0,6.3,4.2,2,2,1,2012,Medium,Senior (46+),1,5.25,0.29850746268656714,Very High,3
EMP03312,2013-12-08,51.0,Female,Separated,NCR,Bachelor,Customer Service,Regular,Night,28.9,41500.0,4.4,Exceeds Expectations,33.0,11,36,12.0,6.0,4.4,8,0,0,2013,High,Senior (46+),1,5.2,0.2768166089965398,Very High,1
EMP01275,2012-04-07,33.0,Female,Single,Region III,Master,Finance,Regular,Night,18.5,71500.0,1.3,Needs Improvement,25.0,15,23,34.0,2.2,6.2,1,1,1,2012,Very High,Mid-Career (31-45),0,4.2,0.05405405405405406,High,2
EMP02893,2009-09-24,42.0,Female,Single,Region III,Vocational,Marketing,Regular,Graveyard,21.1,48000.0,4.5,Exceeds Expectations,39.0,11,16,70.0,4.2,3.9,7,0,0,2009,High,Mid-Career (31-45),1,4.05,0.33175355450236965,Moderate,1
EMP01550,2022-11-30,58.0,Male,Widowed,Region IV-A,Vocational,Marketing,Contractual,Graveyard,14.2,42500.0,2.8,Meets Expectations,39.0,11,5,37.0,5.4,5.4,2,2,1,2022,High,Senior (46+),0,5.4,0.14084507042253522,Low,3
EMP05092,2023-04-28,58.0,Male,Single,Region I,Bachelor,Sales,Contractual,Afternoon,9.8,36500.0,1.2,Needs Improvement,27.0,18,13,102.0,1.0,8.8,0,0,1,2023,Medium,Senior (46+),0,4.9,0.0,Moderate,2
EMP01839,2014-04-09,37.0,Female,Single,Region VII,Bachelor,HR,Project-based,Night,7.2,29500.0,3.5,Exceeds Expectations,43.0,11,17,132.0,3.4,7.6,2,1,1,2014,Medium,Mid-Career (31-45),0,5.5,0.2777777777777778,Moderate,3
EMP05918,2009-01-10,32.0,Male,Married,NCR,Bachelor,Sales,Regular,Graveyard,8.4,28500.0,3.6,Exceeds Expectations,44.0,9,24,5.0,4.7,4.8,2,0,1,2009,Medium,Mid-Career (31-45),0,4.75,0.23809523809523808,High,3
EMP05732,2018-04-06,58.0,Female,Single,NCR,Vocational,Operations,Regular,Morning,22.0,38000.0,3.7,Exceeds Expectations,40.0,8,21,11.0,2.4,4.8,5,0,0,2018,Medium,Senior (46+),0,3.5999999999999996,0.22727272727272727,High,3
EMP01606,2013-06-21,52.0,Female,Married,Region VII,Vocational,Finance,Regular,Night,30.0,59000.0,3.1,Meets Expectations,39.0,9,10,300.0,3.0,5.7,6,1,0,2013,High,Senior (46+),0,4.35,0.2,Low,1
EMP05482,2021-08-28,31.0,Male,Single,NCR,Bachelor,Finance,Regular,Morning,10.7,44000.0,3.0,Meets Expectations,52.0,10,20,6.0,2.2,3.6,2,1,0,2021,High,Mid-Career (31-45),0,2.9000000000000004,0.1869158878504673,Moderate,3
EMP01528,2016-03-02,33.0,Male,Single,CAR,High School,Sales,Contractual,Graveyard,4.4,23500.0,3.6,Exceeds Expectations,42.0,8,13,241.0,4.2,4.8,1,0,1,2016,Low,Mid-Career (31-45),0,4.5,0.22727272727272727,Moderate,3
